Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown	hgnc.symbol
79895	9.44451e-08	-5.53121	209	1	HSC	up	ATP8B4
79904	5.40829e-13	-7.6982	209	1	HSC	up	NA
79921	5.67958e-19	-9.82498	209	1	HSC	up	TCEAL4
79946	1.55647e-08	-5.88611	209	1	HSC	up	C10orf95
79956	2.4131e-13	-7.83002	209	1	HSC	up	ERMP1
79986	2.36298e-08	-5.80524	209	1	HSC	up	ZNF702P
80055	2.39057e-11	-7.06206	209	1	HSC	up	PGAP1
80095	3.68267e-08	-5.71845	209	1	HSC	up	ZNF606
80143	1.88334e-06	-4.90413	209	1	HSC	up	SIKE1
80177	1.28803e-18	-9.7041	209	1	HSC	up	MYCT1
80195	3.10052e-09	-6.19201	209	1	HSC	up	TMEM254
80204	5.277e-06	-4.67459	209	1	HSC	up	FBXO11
80205	2.77775e-07	-5.31121	209	1	HSC	up	CHD9
80215	3.47117e-08	-5.73007	209	1	HSC	up	RUNX1-IT1
80258	5.10137e-10	-6.52303	209	1	HSC	up	EFHC2
8030	4.85658e-09	-6.10793	209	1	HSC	up	CCDC6
80304	1.17994e-06	-5.00575	209	1	HSC	up	WDCP
80310	1.17441e-12	-7.57041	209	1	HSC	up	PDGFD
80321	9.0462e-21	-10.4287	209	1	HSC	up	CEP70
80723	2.60766e-19	-9.93942	209	1	HSC	up	SLC35G2
8079	1.51136e-07	-5.43609	209	1	HSC	up	MLF2
80823	8.19596e-13	-7.62983	209	1	HSC	up	BHLHB9
80869	3.82876e-08	-5.7108	209	1	HSC	up	NA
8087	3.74889e-10	-6.57848	209	1	HSC	up	FXR1
8091	4.91909e-18	-9.50509	209	1	HSC	up	HMGA2
8099	3.45993e-06	-4.7696	209	1	HSC	up	CDK2AP1
81031	1.2761e-09	-6.35621	209	1	HSC	up	SLC2A10
81558	5.19872e-06	-4.67797	209	1	HSC	up	FAM117A
81562	3.655e-08	-5.71994	209	1	HSC	up	LMAN2L
81618	2.02925e-13	-7.85817	209	1	HSC	up	ITM2C
81691	1.76659e-09	-6.29637	209	1	HSC	up	REXO5
81888	1.82941e-08	-5.8549	209	1	HSC	up	HYI
8204	2.01875e-18	-9.63753	209	1	HSC	up	NRIP1
8323	4.97686e-20	-10.1815	209	1	HSC	up	FZD6
8324	9.3679e-10	-6.41275	209	1	HSC	up	FZD7
8337	8.75642e-14	-7.99401	209	1	HSC	up	HIST2H2AA3
8339	2.88744e-13	-7.80081	209	1	HSC	up	HIST1H2BG
8343	1.38411e-07	-5.45397	209	1	HSC	up	HIST1H2BF
83448	5.22557e-08	-5.64938	209	1	HSC	up	PUS7L
8346	4.06604e-08	-5.69896	209	1	HSC	up	HIST1H2BI
8349	6.36875e-12	-7.28764	209	1	HSC	up	HIST2H2BE
835	1.40274e-10	-6.75356	209	1	HSC	up	CASP2
8351	5.40441e-09	-6.0878	209	1	HSC	up	HIST1H3D
8367	8.48155e-09	-6.00241	209	1	HSC	up	HIST1H4E
8396	1.01189e-07	-5.51733	209	1	HSC	up	PIP4K2B
8418	1.89828e-16	-8.95416	209	1	HSC	up	CMAHP
84263	5.3369e-06	-4.67203	209	1	HSC	up	HSDL2
84525	3.65449e-09	-6.1613	209	1	HSC	up	HOPX
84629	5.87959e-07	-5.15446	209	1	HSC	up	TNRC18
84747	6.57845e-10	-6.47703	209	1	HSC	up	UNC119B
8476	6.91759e-09	-6.04113	209	1	HSC	up	CDC42BPA
84890	1.07128e-08	-5.95785	209	1	HSC	up	ADO
8491	4.37211e-07	-5.21679	209	1	HSC	up	MAP4K3
8496	2.75236e-10	-6.63382	209	1	HSC	up	PPFIBP1
8502	1.84025e-06	-4.90919	209	1	HSC	up	PKP4
8503	2.70966e-08	-5.77856	209	1	HSC	up	PIK3R3
8508	1.38221e-14	-8.28841	209	1	HSC	up	NIPSNAP1
85236	8.13131e-08	-5.56126	209	1	HSC	up	HIST1H2BK
85363	2.41771e-07	-5.33988	209	1	HSC	up	TRIM5
8540	4.00023e-07	-5.23539	209	1	HSC	up	AGPS
85453	5.07825e-09	-6.09953	209	1	HSC	up	TSPYL5
8562	1.62839e-07	-5.4209	209	1	HSC	up	DENR
8574	3.30272e-07	-5.27532	209	1	HSC	up	AKR7A2
8577	9.93807e-09	-5.9722	209	1	HSC	up	TMEFF1
8578	3.31888e-10	-6.60033	209	1	HSC	up	SCARF1
863	4.72587e-07	-5.20047	209	1	HSC	up	CBFA2T3
8644	1.1381e-10	-6.79044	209	1	HSC	up	AKR1C3
8690	7.67111e-07	-5.09805	209	1	HSC	up	JRKL
8763	1.183e-10	-6.78363	209	1	HSC	up	CD164
8767	3.58138e-08	-5.72393	209	1	HSC	up	RIPK2
8777	2.32489e-23	-11.2811	209	1	HSC	up	MPDZ
8800	8.63498e-17	-9.0741	209	1	HSC	up	PEX11A
8805	1.45216e-07	-5.44422	209	1	HSC	up	TRIM24
8835	2.09748e-20	-10.307	209	1	HSC	up	SOCS2
8836	2.51694e-07	-5.33158	209	1	HSC	up	GGH
8842	5.27515e-17	-9.1488	209	1	HSC	up	PROM1
8848	5.77494e-08	-5.62954	209	1	HSC	up	TSC22D1
8853	3.95361e-06	-4.73973	209	1	HSC	up	ASAP2
8880	8.64696e-07	-5.0725	209	1	HSC	up	FUBP1
8898	8.84897e-11	-6.83468	209	1	HSC	up	MTMR2
8908	5.71009e-14	-8.06266	209	1	HSC	up	GYG2
8936	6.09525e-07	-5.14685	209	1	HSC	up	WASF1
894	2.15569e-06	-4.87448	209	1	HSC	up	CCND2
8969	5.71689e-07	-5.16039	209	1	HSC	up	HIST1H2AG
8971	2.06918e-06	-4.88349	209	1	HSC	up	H1FX
900	1.15697e-06	-5.00999	209	1	HSC	up	CCNG1
9019	9.88301e-07	-5.04389	209	1	HSC	up	MPZL1
9025	7.0297e-08	-5.59038	209	1	HSC	up	RNF8
90411	5.97616e-07	-5.15102	209	1	HSC	up	MCFD2
90485	1.01868e-06	-5.03739	209	1	HSC	up	ZNF835
9053	4.41927e-08	-5.68253	209	1	HSC	up	MAP7
9071	2.35444e-15	-8.56605	209	1	HSC	up	CLDN10
9079	6.48606e-08	-5.60643	209	1	HSC	up	LDB2
90861	5.83779e-07	-5.15597	209	1	HSC	up	JPT2
9145	1.42363e-10	-6.75095	209	1	HSC	up	SYNGR1
9179	3.04959e-09	-6.1951	209	1	HSC	up	AP4M1
91851	1.23758e-28	-12.9772	209	1	HSC	up	CHRDL1
91977	3.12137e-09	-6.19076	209	1	HSC	up	MYOZ3
9200	1.20252e-09	-6.3671	209	1	HSC	up	HACD1
9203	1.19591e-10	-6.78171	209	1	HSC	up	ZMYM3
92104	6.50206e-09	-6.05286	209	1	HSC	up	TTC30A
92579	1.90158e-08	-5.84741	209	1	HSC	up	G6PC3
9289	3.7629e-07	-5.24816	209	1	HSC	up	ADGRG1
93081	1.12265e-14	-8.32126	209	1	HSC	up	TEX30
93129	1.59032e-07	-5.42572	209	1	HSC	up	ORAI3
9315	8.68862e-11	-6.83788	209	1	HSC	up	NREP
9331	1.83558e-19	-9.99089	209	1	HSC	up	B4GALT6
9338	2.08002e-14	-8.22368	209	1	HSC	up	TCEAL1
9380	3.63194e-06	-4.75875	209	1	HSC	up	GRHPR
93973	2.47202e-09	-6.23417	209	1	HSC	up	ACTR8
9411	2.42982e-10	-6.65606	209	1	HSC	up	ARHGAP29
94239	5.38229e-06	-4.6701	209	1	HSC	up	H2AFV
947	1.27681e-24	-11.6902	209	1	HSC	up	CD34
9477	2.3804e-07	-5.34308	209	1	HSC	up	MED20
950	5.64566e-09	-6.07956	209	1	HSC	up	SCARB2
9517	5.80776e-10	-6.4996	209	1	HSC	up	SPTLC2
9538	1.93848e-07	-5.38527	209	1	HSC	up	EI24
9540	5.61773e-10	-6.50561	209	1	HSC	up	TP53I3
9555	4.74732e-11	-6.94341	209	1	HSC	up	H2AFY
95681	2.40203e-16	-8.9182	209	1	HSC	up	CEP41
9603	2.52577e-09	-6.23017	209	1	HSC	up	NFE2L3
9619	5.8944e-07	-5.15393	209	1	HSC	up	ABCG1
9633	4.53542e-20	-10.195	209	1	HSC	up	TESMIN
9647	1.73029e-09	-6.3002	209	1	HSC	up	PPM1F
9655	2.30931e-11	-7.06801	209	1	HSC	up	SOCS5
9677	5.67599e-11	-6.91232	209	1	HSC	up	PPIP5K1
9686	1.11667e-10	-6.79379	209	1	HSC	up	VGLL4
9743	3.57614e-10	-6.58695	209	1	HSC	up	ARHGAP32
9747	5.13758e-08	-5.65274	209	1	HSC	up	TCAF1
9760	6.40935e-08	-5.6088	209	1	HSC	up	TOX
9767	3.14562e-08	-5.74938	209	1	HSC	up	JADE3
9781	6.02907e-07	-5.14916	209	1	HSC	up	RNF144A
9808	2.28593e-20	-10.2945	209	1	HSC	up	KIAA0087
9828	4.35862e-19	-9.86395	209	1	HSC	up	ARHGEF17
9832	2.12364e-16	-8.93703	209	1	HSC	up	JAKMIP2
9834	2.1994e-15	-8.57665	209	1	HSC	up	FAM30A
9844	1.08306e-16	-9.03967	209	1	HSC	up	ELMO1
9846	1.04538e-06	-5.03183	209	1	HSC	up	GAB2
9851	1.65203e-07	-5.41796	209	1	HSC	up	KIAA0753
9858	1.64802e-11	-7.1259	209	1	HSC	up	PPP1R26
9859	1.63324e-06	-4.93525	209	1	HSC	up	CEP170
9863	2.84397e-25	-11.9008	209	1	HSC	up	MAGI2
987	3.48638e-08	-5.72921	209	1	HSC	up	LRBA
9886	1.06891e-10	-6.80148	209	1	HSC	up	RHOBTB1
9889	8.34381e-07	-5.08012	209	1	HSC	up	ZBED4
9985	3.7979e-10	-6.57615	209	1	HSC	up	REC8
79923	3.91613e-06	-4.74187	209	1	HSC	up	NANOG
55752	1.09807e-10	-6.79675	209	1	HSC	up	SEPTIN11
27229	1.89039e-13	-7.86968	209	1	HSC	up	TUBGCP4
10018	7.28169e-07	5.10913	209	-1	HSC	down	BCL2L11
10666	4.04137e-06	4.7348	209	-1	HSC	down	CD226
10749	9.18297e-11	6.82817	209	-1	HSC	down	KIF1C
11262	2.80192e-09	6.21088	209	-1	HSC	down	SP140
11333	2.75789e-07	5.3127	209	-1	HSC	down	PDAP1
1236	3.36559e-06	4.77578	209	-1	HSC	down	CCR7
1524	3.8174e-06	4.74759	209	-1	HSC	down	CX3CR1
1880	1.99805e-07	5.37907	209	-1	HSC	down	GPR183
1955	2.2756e-07	5.35235	209	-1	HSC	down	MEGF9
2323	2.7764e-07	5.31131	209	-1	HSC	down	FLT3LG
23240	1.17402e-07	5.48733	209	-1	HSC	down	TMEM131L
23250	1.95055e-06	4.89644	209	-1	HSC	down	ATP11A
240	6.23806e-07	5.14195	209	-1	HSC	down	ALOX5
241	1.68048e-09	6.30559	209	-1	HSC	down	ALOX5AP
2533	1.29147e-06	4.98624	209	-1	HSC	down	FYB1
25939	1.48207e-08	5.89555	209	-1	HSC	down	SAMHD1
2793	1.8533e-07	5.39447	209	-1	HSC	down	GNGT2
2827	3.82043e-07	5.24499	209	-1	HSC	down	GPR3
2870	2.69675e-07	5.31733	209	-1	HSC	down	GRK6
2885	2.36256e-07	5.34463	209	-1	HSC	down	GRB2
28951	5.07669e-07	5.18542	209	-1	HSC	down	TRIB2
3140	3.91976e-06	4.74166	209	-1	HSC	down	MR1
3482	1.80828e-08	5.85715	209	-1	HSC	down	IGF2R
355	4.64047e-07	5.2043	209	-1	HSC	down	FAS
3587	1.00272e-08	5.97049	209	-1	HSC	down	IL10RA
3695	1.27899e-08	5.92389	209	-1	HSC	down	ITGB7
3726	3.35188e-07	5.27225	209	-1	HSC	down	JUNB
388650	4.56428e-08	5.67615	209	-1	HSC	down	DIPK1A
4063	4.42234e-06	4.71453	209	-1	HSC	down	LY9
4092	2.27863e-06	4.86227	209	-1	HSC	down	SMAD7
4603	3.91926e-08	5.7062	209	-1	HSC	down	MYBL1
51291	4.79036e-06	4.69649	209	-1	HSC	down	GMIP
51341	1.06979e-06	5.02687	209	-1	HSC	down	ZBTB7A
51422	3.29011e-07	5.27611	209	-1	HSC	down	PRKAG2
51561	1.01319e-06	5.03855	209	-1	HSC	down	IL23A
53838	3.58021e-06	4.76196	209	-1	HSC	down	C11orf24
5467	8.85656e-10	6.42299	209	-1	HSC	down	PPARD
55423	3.39149e-06	4.77406	209	-1	HSC	down	SIRPG
5551	2.38891e-06	4.85185	209	-1	HSC	down	PRF1
5578	2.62271e-07	5.32308	209	-1	HSC	down	PRKCA
57103	4.0198e-06	4.736	209	-1	HSC	down	TIGAR
5868	4.11118e-09	6.13924	209	-1	HSC	down	RAB5A
6352	3.13962e-06	4.79127	209	-1	HSC	down	CCL5
64919	1.28172e-07	5.46957	209	-1	HSC	down	BCL11B
6672	3.23529e-08	5.74388	209	-1	HSC	down	SP100
6955	3.20141e-06	4.78693	209	-1	HSC	down	TRA
7357	1.59625e-07	5.42496	209	-1	HSC	down	UGCG
79668	1.70398e-06	4.926	209	-1	HSC	down	PARP8
79685	2.82452e-06	4.81479	209	-1	HSC	down	SAP30L
79860	8.37512e-07	5.07932	209	-1	HSC	down	NA
84164	4.28038e-06	4.72188	209	-1	HSC	down	ASCC2
8477	8.98125e-12	7.2294	209	-1	HSC	down	GPR65
8851	9.39885e-07	5.05466	209	-1	HSC	down	CDK5R1
8875	4.10143e-06	4.73148	209	-1	HSC	down	VNN2
9046	1.32348e-06	4.98094	209	-1	HSC	down	DOK2
912	1.13553e-06	5.01403	209	-1	HSC	down	CD1D
9120	1.34569e-09	6.34646	209	-1	HSC	down	SLC16A6
9159	1.37919e-06	4.97201	209	-1	HSC	down	PCSK7
9854	6.25088e-07	5.14151	209	-1	HSC	down	C2CD2L
