Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown
7167	1.33139e-14	-8.29434	209	1	HSC_e-ERY	up
55319	1.35626e-14	-8.29141	209	1	HSC_e-ERY	up
4330	1.37386e-14	-8.28937	209	1	HSC_e-ERY	up
23199	1.43783e-14	-8.28218	209	1	HSC_e-ERY	up
95681	1.44407e-14	-8.28149	209	1	HSC_e-ERY	up
10656	1.47272e-14	-8.27838	209	1	HSC_e-ERY	up
97	1.50764e-14	-8.27468	209	1	HSC_e-ERY	up
4353	1.57594e-14	-8.26767	209	1	HSC_e-ERY	up
4436	1.70913e-14	-8.25482	209	1	HSC_e-ERY	up
79630	1.72558e-14	-8.2533	209	1	HSC_e-ERY	up
5983	1.828e-14	-8.24417	209	1	HSC_e-ERY	up
23322	1.89001e-14	-8.23888	209	1	HSC_e-ERY	up
63931	1.89814e-14	-8.2382	209	1	HSC_e-ERY	up
594	1.93155e-14	-8.23543	209	1	HSC_e-ERY	up
55726	2.04863e-14	-8.2261	209	1	HSC_e-ERY	up
744	2.0589e-14	-8.2253	209	1	HSC_e-ERY	up
2188	2.11319e-14	-8.22117	209	1	HSC_e-ERY	up
2628	2.11321e-14	-8.22117	209	1	HSC_e-ERY	up
6717	2.15711e-14	-8.21791	209	1	HSC_e-ERY	up
7570	2.30595e-14	-8.20731	209	1	HSC_e-ERY	up
56906	2.30973e-14	-8.20705	209	1	HSC_e-ERY	up
341	2.40146e-14	-8.20086	209	1	HSC_e-ERY	up
9743	2.50457e-14	-8.19418	209	1	HSC_e-ERY	up
348995	2.66196e-14	-8.18449	209	1	HSC_e-ERY	up
51222	2.72935e-14	-8.18052	209	1	HSC_e-ERY	up
2322	2.73246e-14	-8.18033	209	1	HSC_e-ERY	up
340562	2.81985e-14	-8.17532	209	1	HSC_e-ERY	up
79080	2.88635e-14	-8.17161	209	1	HSC_e-ERY	up
8543	2.88828e-14	-8.17151	209	1	HSC_e-ERY	up
60488	2.91598e-14	-8.16999	209	1	HSC_e-ERY	up
51023	2.93644e-14	-8.16888	209	1	HSC_e-ERY	up
6573	2.98566e-14	-8.16623	209	1	HSC_e-ERY	up
552889	2.99638e-14	-8.16566	209	1	HSC_e-ERY	up
154754	3.08345e-14	-8.1611	209	1	HSC_e-ERY	up
93973	3.09981e-14	-8.16025	209	1	HSC_e-ERY	up
7358	3.25233e-14	-8.1526	209	1	HSC_e-ERY	up
10527	3.27385e-14	-8.15155	209	1	HSC_e-ERY	up
4144	3.28032e-14	-8.15124	209	1	HSC_e-ERY	up
10079	3.32253e-14	-8.1492	209	1	HSC_e-ERY	up
599	3.36721e-14	-8.14707	209	1	HSC_e-ERY	up
64785	3.44702e-14	-8.14333	209	1	HSC_e-ERY	up
29789	3.60673e-14	-8.13611	209	1	HSC_e-ERY	up
9832	3.63254e-14	-8.13497	209	1	HSC_e-ERY	up
23326	3.69552e-14	-8.13223	209	1	HSC_e-ERY	up
8496	3.72325e-14	-8.13104	209	1	HSC_e-ERY	up
23658	3.9016e-14	-8.12357	209	1	HSC_e-ERY	up
23160	4.40724e-14	-8.10411	209	1	HSC_e-ERY	up
2274	4.42339e-14	-8.10352	209	1	HSC_e-ERY	up
9374	4.69314e-14	-8.09406	209	1	HSC_e-ERY	up
51184	4.82225e-14	-8.08972	209	1	HSC_e-ERY	up
518	5.02225e-14	-8.08321	209	1	HSC_e-ERY	up
64359	5.02464e-14	-8.08314	209	1	HSC_e-ERY	up
80010	5.05169e-14	-8.08228	209	1	HSC_e-ERY	up
10949	5.15785e-14	-8.07895	209	1	HSC_e-ERY	up
9179	5.22502e-14	-8.07688	209	1	HSC_e-ERY	up
8763	5.22719e-14	-8.07681	209	1	HSC_e-ERY	up
4801	5.41613e-14	-8.07113	209	1	HSC_e-ERY	up
11161	5.7017e-14	-8.0629	209	1	HSC_e-ERY	up
11030	5.83986e-14	-8.05906	209	1	HSC_e-ERY	up
64221	5.88871e-14	-8.05772	209	1	HSC_e-ERY	up
90411	6.23908e-14	-8.04846	209	1	HSC_e-ERY	up
9603	6.26889e-14	-8.04769	209	1	HSC_e-ERY	up
5891	6.27012e-14	-8.04766	209	1	HSC_e-ERY	up
7416	6.32929e-14	-8.04616	209	1	HSC_e-ERY	up
908	6.61552e-14	-8.03906	209	1	HSC_e-ERY	up
26517	6.8668e-14	-8.03308	209	1	HSC_e-ERY	up
79143	6.91935e-14	-8.03185	209	1	HSC_e-ERY	up
27067	6.92221e-14	-8.03179	209	1	HSC_e-ERY	up
11001	7.03183e-14	-8.02926	209	1	HSC_e-ERY	up
8209	7.03631e-14	-8.02916	209	1	HSC_e-ERY	up
7923	7.05664e-14	-8.0287	209	1	HSC_e-ERY	up
8520	7.42922e-14	-8.02043	209	1	HSC_e-ERY	up
51144	7.63347e-14	-8.01608	209	1	HSC_e-ERY	up
516	7.80359e-14	-8.01253	209	1	HSC_e-ERY	up
54960	8.06593e-14	-8.00722	209	1	HSC_e-ERY	up
9221	8.32492e-14	-8.00214	209	1	HSC_e-ERY	up
23170	8.63983e-14	-7.99616	209	1	HSC_e-ERY	up
22998	8.80513e-14	-7.99311	209	1	HSC_e-ERY	up
3418	8.88373e-14	-7.99168	209	1	HSC_e-ERY	up
51205	9.00921e-14	-7.98943	209	1	HSC_e-ERY	up
55151	9.3207e-14	-7.98395	209	1	HSC_e-ERY	up
2589	9.85666e-14	-7.97495	209	1	HSC_e-ERY	up
54554	1.06609e-13	-7.96231	209	1	HSC_e-ERY	up
27089	1.11895e-13	-7.9545	209	1	HSC_e-ERY	up
10204	1.1789e-13	-7.94608	209	1	HSC_e-ERY	up
10682	1.18745e-13	-7.94491	209	1	HSC_e-ERY	up
8339	1.2427e-13	-7.93757	209	1	HSC_e-ERY	up
51659	1.37328e-13	-7.92143	209	1	HSC_e-ERY	up
9562	1.4952e-13	-7.90767	209	1	HSC_e-ERY	up
863	1.52732e-13	-7.90423	209	1	HSC_e-ERY	up
5693	1.57453e-13	-7.8993	209	1	HSC_e-ERY	up
10940	1.61306e-13	-7.89539	209	1	HSC_e-ERY	up
10170	1.64061e-13	-7.89264	209	1	HSC_e-ERY	up
2012	1.67844e-13	-7.88895	209	1	HSC_e-ERY	up
4681	1.81549e-13	-7.87623	209	1	HSC_e-ERY	up
57597	1.83184e-13	-7.87478	209	1	HSC_e-ERY	up
285260	1.8788e-13	-7.87067	209	1	HSC_e-ERY	up
23111	1.89515e-13	-7.86927	209	1	HSC_e-ERY	up
204	1.90475e-13	-7.86845	209	1	HSC_e-ERY	up
5226	1.97856e-13	-7.86228	209	1	HSC_e-ERY	up
28957	2.04991e-13	-7.85653	209	1	HSC_e-ERY	up
23468	2.06294e-13	-7.8555	209	1	HSC_e-ERY	up
54512	2.07577e-13	-7.85449	209	1	HSC_e-ERY	up
80258	2.14772e-13	-7.84896	209	1	HSC_e-ERY	up
8089	2.15201e-13	-7.84864	209	1	HSC_e-ERY	up
6418	2.16095e-13	-7.84796	209	1	HSC_e-ERY	up
10885	2.17874e-13	-7.84663	209	1	HSC_e-ERY	up
7705	2.36949e-13	-7.83299	209	1	HSC_e-ERY	up
839	2.44535e-13	-7.82787	209	1	HSC_e-ERY	up
54874	2.45707e-13	-7.82709	209	1	HSC_e-ERY	up
86	2.46792e-13	-7.82637	209	1	HSC_e-ERY	up
3915	2.5617e-13	-7.8203	209	1	HSC_e-ERY	up
144983	2.5627e-13	-7.82024	209	1	HSC_e-ERY	up
114899	2.64865e-13	-7.81487	209	1	HSC_e-ERY	up
4724	2.72965e-13	-7.80997	209	1	HSC_e-ERY	up
51227	2.81929e-13	-7.8047	209	1	HSC_e-ERY	up
4702	2.85218e-13	-7.80281	209	1	HSC_e-ERY	up
10195	2.87155e-13	-7.80171	209	1	HSC_e-ERY	up
26156	2.9401e-13	-7.79787	209	1	HSC_e-ERY	up
79582	2.97209e-13	-7.7961	209	1	HSC_e-ERY	up
471	3.00971e-13	-7.79405	209	1	HSC_e-ERY	up
6491	3.06608e-13	-7.79103	209	1	HSC_e-ERY	up
79583	3.27098e-13	-7.78048	209	1	HSC_e-ERY	up
1164	3.27883e-13	-7.78008	209	1	HSC_e-ERY	up
26608	3.29913e-13	-7.77908	209	1	HSC_e-ERY	up
783	3.3497e-13	-7.77659	209	1	HSC_e-ERY	up
10644	3.44643e-13	-7.77195	209	1	HSC_e-ERY	up
79004	3.58483e-13	-7.76552	209	1	HSC_e-ERY	up
56912	3.63085e-13	-7.76344	209	1	HSC_e-ERY	up
58189	3.67171e-13	-7.76161	209	1	HSC_e-ERY	up
3939	3.78729e-13	-7.75654	209	1	HSC_e-ERY	up
8318	3.78947e-13	-7.75645	209	1	HSC_e-ERY	up
22921	3.84233e-13	-7.75418	209	1	HSC_e-ERY	up
9477	4.06333e-13	-7.74504	209	1	HSC_e-ERY	up
5859	4.08661e-13	-7.74411	209	1	HSC_e-ERY	up
10455	4.11461e-13	-7.74299	209	1	HSC_e-ERY	up
27127	4.21835e-13	-7.73892	209	1	HSC_e-ERY	up
6229	4.28895e-13	-7.7362	209	1	HSC_e-ERY	up
4176	4.89502e-13	-7.71455	209	1	HSC_e-ERY	up
29064	5.21657e-13	-7.70412	209	1	HSC_e-ERY	up
5376	5.28099e-13	-7.70211	209	1	HSC_e-ERY	up
5379	5.44052e-13	-7.69723	209	1	HSC_e-ERY	up
23155	5.52334e-13	-7.69475	209	1	HSC_e-ERY	up
51121	5.56119e-13	-7.69363	209	1	HSC_e-ERY	up
4363	5.58967e-13	-7.69279	209	1	HSC_e-ERY	up
6218	5.63338e-13	-7.69151	209	1	HSC_e-ERY	up
3692	5.75217e-13	-7.68808	209	1	HSC_e-ERY	up
11331	5.80069e-13	-7.6867	209	1	HSC_e-ERY	up
9817	5.96239e-13	-7.68219	209	1	HSC_e-ERY	up
54914	5.96886e-13	-7.68201	209	1	HSC_e-ERY	up
4086	5.97739e-13	-7.68178	209	1	HSC_e-ERY	up
11130	6.43258e-13	-7.66972	209	1	HSC_e-ERY	up
1207	6.45426e-13	-7.66916	209	1	HSC_e-ERY	up
1793	6.69541e-13	-7.66313	209	1	HSC_e-ERY	up
10745	6.88602e-13	-7.65851	209	1	HSC_e-ERY	up
7158	7.00982e-13	-7.65558	209	1	HSC_e-ERY	up
894	7.24978e-13	-7.65004	209	1	HSC_e-ERY	up
9804	7.32316e-13	-7.64838	209	1	HSC_e-ERY	up
10434	7.35679e-13	-7.64763	209	1	HSC_e-ERY	up
9863	7.45068e-13	-7.64554	209	1	HSC_e-ERY	up
6611	7.52057e-13	-7.644	209	1	HSC_e-ERY	up
79736	7.66119e-13	-7.64095	209	1	HSC_e-ERY	up
4175	7.66259e-13	-7.64092	209	1	HSC_e-ERY	up
55833	7.97204e-13	-7.6344	209	1	HSC_e-ERY	up
3015	8.51511e-13	-7.62353	209	1	HSC_e-ERY	up
7157	8.73455e-13	-7.61934	209	1	HSC_e-ERY	up
653381	9.04905e-13	-7.6135	209	1	HSC_e-ERY	up
55165	1.12549e-12	-7.57745	209	1	HSC_e-ERY	up
9556	1.20955e-12	-7.56553	209	1	HSC_e-ERY	up
441024	1.25094e-12	-7.55996	209	1	HSC_e-ERY	up
3685	1.29804e-12	-7.55383	209	1	HSC_e-ERY	up
8668	1.31045e-12	-7.55225	209	1	HSC_e-ERY	up
51074	1.40568e-12	-7.54062	209	1	HSC_e-ERY	up
9377	1.43952e-12	-7.53667	209	1	HSC_e-ERY	up
9761	1.49252e-12	-7.53067	209	1	HSC_e-ERY	up
10165	1.56044e-12	-7.52328	209	1	HSC_e-ERY	up
25966	1.6398e-12	-7.51504	209	1	HSC_e-ERY	up
8815	1.71637e-12	-7.50745	209	1	HSC_e-ERY	up
4885	1.71883e-12	-7.50722	209	1	HSC_e-ERY	up
55326	1.78272e-12	-7.50115	209	1	HSC_e-ERY	up
65997	1.78858e-12	-7.5006	209	1	HSC_e-ERY	up
26520	1.87918e-12	-7.49238	209	1	HSC_e-ERY	up
29899	1.8903e-12	-7.49139	209	1	HSC_e-ERY	up
6744	1.937e-12	-7.48733	209	1	HSC_e-ERY	up
54930	1.99641e-12	-7.4823	209	1	HSC_e-ERY	up
56474	2.0114e-12	-7.48105	209	1	HSC_e-ERY	up
1465	2.08406e-12	-7.47514	209	1	HSC_e-ERY	up
821	2.17432e-12	-7.46807	209	1	HSC_e-ERY	up
388335	2.18605e-12	-7.46717	209	1	HSC_e-ERY	up
9747	2.20838e-12	-7.46548	209	1	HSC_e-ERY	up
475	2.24137e-12	-7.463	209	1	HSC_e-ERY	up
2271	2.33955e-12	-7.45585	209	1	HSC_e-ERY	up
3099	2.34555e-12	-7.45542	209	1	HSC_e-ERY	up
79738	2.36691e-12	-7.45391	209	1	HSC_e-ERY	up
57473	2.63745e-12	-7.43583	209	1	HSC_e-ERY	up
1742	2.72399e-12	-7.43043	209	1	HSC_e-ERY	up
63971	2.75009e-12	-7.42883	209	1	HSC_e-ERY	up
11221	2.81658e-12	-7.42484	209	1	HSC_e-ERY	up
85002	2.81749e-12	-7.42478	209	1	HSC_e-ERY	up
23191	2.91525e-12	-7.41908	209	1	HSC_e-ERY	up
5136	3.09247e-12	-7.4092	209	1	HSC_e-ERY	up
8418	3.11843e-12	-7.4078	209	1	HSC_e-ERY	up
54865	3.23144e-12	-7.40183	209	1	HSC_e-ERY	up
8690	3.23849e-12	-7.40147	209	1	HSC_e-ERY	up
81562	3.45302e-12	-7.39071	209	1	HSC_e-ERY	up
79833	3.56105e-12	-7.38554	209	1	HSC_e-ERY	up
5634	3.78399e-12	-7.37535	209	1	HSC_e-ERY	up
3382	3.79499e-12	-7.37486	209	1	HSC_e-ERY	up
6732	4.04844e-12	-7.364	209	1	HSC_e-ERY	up
3183	4.3802e-12	-7.35076	209	1	HSC_e-ERY	up
9829	4.42818e-12	-7.34893	209	1	HSC_e-ERY	up
2273	4.49567e-12	-7.34638	209	1	HSC_e-ERY	up
81558	4.50768e-12	-7.34593	209	1	HSC_e-ERY	up
10797	4.61866e-12	-7.34184	209	1	HSC_e-ERY	up
26519	4.66592e-12	-7.34012	209	1	HSC_e-ERY	up
79000	4.67728e-12	-7.33972	209	1	HSC_e-ERY	up
641903	4.77647e-12	-7.33618	209	1	HSC_e-ERY	up
23421	4.78373e-12	-7.33593	209	1	HSC_e-ERY	up
11072	4.79132e-12	-7.33566	209	1	HSC_e-ERY	up
29087	4.86735e-12	-7.33301	209	1	HSC_e-ERY	up
51187	4.92086e-12	-7.33116	209	1	HSC_e-ERY	up
23361	5.13719e-12	-7.32391	209	1	HSC_e-ERY	up
9540	6.1082e-12	-7.2947	209	1	HSC_e-ERY	up
8562	6.145e-12	-7.29368	209	1	HSC_e-ERY	up
10471	6.14734e-12	-7.29362	209	1	HSC_e-ERY	up
58477	6.32483e-12	-7.28881	209	1	HSC_e-ERY	up
9538	6.34507e-12	-7.28827	209	1	HSC_e-ERY	up
93129	6.47732e-12	-7.28478	209	1	HSC_e-ERY	up
29967	6.64211e-12	-7.28053	209	1	HSC_e-ERY	up
34	6.81417e-12	-7.27621	209	1	HSC_e-ERY	up
56647	6.96883e-12	-7.27241	209	1	HSC_e-ERY	up
3417	7.10936e-12	-7.26903	209	1	HSC_e-ERY	up
9338	7.29285e-12	-7.26471	209	1	HSC_e-ERY	up
79768	7.39905e-12	-7.26227	209	1	HSC_e-ERY	up
6173	7.47478e-12	-7.26054	209	1	HSC_e-ERY	up
51042	7.56095e-12	-7.2586	209	1	HSC_e-ERY	up
5037	7.6897e-12	-7.25574	209	1	HSC_e-ERY	up
10376	7.78075e-12	-7.25374	209	1	HSC_e-ERY	up
2030	7.85965e-12	-7.25203	209	1	HSC_e-ERY	up
57570	8.25534e-12	-7.2437	209	1	HSC_e-ERY	up
55038	8.61589e-12	-7.23645	209	1	HSC_e-ERY	up
79053	8.67005e-12	-7.23539	209	1	HSC_e-ERY	up
10184	8.85888e-12	-7.23173	209	1	HSC_e-ERY	up
9686	8.97571e-12	-7.22951	209	1	HSC_e-ERY	up
3276	9.07105e-12	-7.22771	209	1	HSC_e-ERY	up
57180	9.28101e-12	-7.22383	209	1	HSC_e-ERY	up
2122	9.59146e-12	-7.21823	209	1	HSC_e-ERY	up
2950	9.61382e-12	-7.21784	209	1	HSC_e-ERY	up
64110	9.66975e-12	-7.21685	209	1	HSC_e-ERY	up
3703	9.80363e-12	-7.21452	209	1	HSC_e-ERY	up
5553	1.0369e-11	-7.20498	209	1	HSC_e-ERY	up
55093	1.0453e-11	-7.20361	209	1	HSC_e-ERY	up
10653	1.13825e-11	-7.1891	209	1	HSC_e-ERY	up
2192	1.15179e-11	-7.18709	209	1	HSC_e-ERY	up
5028	1.23769e-11	-7.17483	209	1	HSC_e-ERY	up
389677	1.24973e-11	-7.17318	209	1	HSC_e-ERY	up
8570	1.26541e-11	-7.17105	209	1	HSC_e-ERY	up
253782	1.26977e-11	-7.17047	209	1	HSC_e-ERY	up
64430	1.27023e-11	-7.1704	209	1	HSC_e-ERY	up
4952	1.27379e-11	-7.16993	209	1	HSC_e-ERY	up
9650	1.28416e-11	-7.16854	209	1	HSC_e-ERY	up
8352	1.29437e-11	-7.16719	209	1	HSC_e-ERY	up
55183	1.30897e-11	-7.16528	209	1	HSC_e-ERY	up
6880	1.32036e-11	-7.1638	209	1	HSC_e-ERY	up
10592	1.40433e-11	-7.15327	209	1	HSC_e-ERY	up
10463	1.41864e-11	-7.15154	209	1	HSC_e-ERY	up
22929	1.46773e-11	-7.14572	209	1	HSC_e-ERY	up
5269	1.47409e-11	-7.14498	209	1	HSC_e-ERY	up
10589	1.50153e-11	-7.14183	209	1	HSC_e-ERY	up
9859	1.52264e-11	-7.13944	209	1	HSC_e-ERY	up
1964	1.52686e-11	-7.13897	209	1	HSC_e-ERY	up
1809	1.60476e-11	-7.13046	209	1	HSC_e-ERY	up
219	1.67806e-11	-7.12281	209	1	HSC_e-ERY	up
81618	1.68831e-11	-7.12177	209	1	HSC_e-ERY	up
401251	1.74126e-11	-7.11648	209	1	HSC_e-ERY	up
644617	1.77183e-11	-7.1135	209	1	HSC_e-ERY	up
10726	1.80177e-11	-7.11062	209	1	HSC_e-ERY	up
9868	1.83172e-11	-7.1078	209	1	HSC_e-ERY	up
6856	1.91378e-11	-7.10028	209	1	HSC_e-ERY	up
6296	1.98452e-11	-7.09405	209	1	HSC_e-ERY	up
10461	2.0105e-11	-7.09182	209	1	HSC_e-ERY	up
9781	2.01892e-11	-7.0911	209	1	HSC_e-ERY	up
5932	2.05358e-11	-7.08818	209	1	HSC_e-ERY	up
3945	2.06131e-11	-7.08753	209	1	HSC_e-ERY	up
26035	2.18706e-11	-7.07736	209	1	HSC_e-ERY	up
23129	2.19741e-11	-7.07655	209	1	HSC_e-ERY	up
60526	2.23794e-11	-7.07341	209	1	HSC_e-ERY	up
3007	2.24973e-11	-7.0725	209	1	HSC_e-ERY	up
23262	2.42788e-11	-7.05939	209	1	HSC_e-ERY	up
55347	2.43848e-11	-7.05864	209	1	HSC_e-ERY	up
10465	2.46978e-11	-7.05645	209	1	HSC_e-ERY	up
6749	2.473e-11	-7.05622	209	1	HSC_e-ERY	up
54927	2.55394e-11	-7.05068	209	1	HSC_e-ERY	up
51022	2.60557e-11	-7.04723	209	1	HSC_e-ERY	up
39	2.64073e-11	-7.04492	209	1	HSC_e-ERY	up
3832	2.69138e-11	-7.04164	209	1	HSC_e-ERY	up
6894	2.84282e-11	-7.0322	209	1	HSC_e-ERY	up
11335	2.87747e-11	-7.03011	209	1	HSC_e-ERY	up
5584	2.90578e-11	-7.02842	209	1	HSC_e-ERY	up
57099	2.97241e-11	-7.02451	209	1	HSC_e-ERY	up
221981	2.9953e-11	-7.02319	209	1	HSC_e-ERY	up
79946	3.00399e-11	-7.02269	209	1	HSC_e-ERY	up
171546	3.00669e-11	-7.02253	209	1	HSC_e-ERY	up
9655	3.11415e-11	-7.01647	209	1	HSC_e-ERY	up
78998	3.12243e-11	-7.01601	209	1	HSC_e-ERY	up
84908	3.14051e-11	-7.01501	209	1	HSC_e-ERY	up
2104	3.16953e-11	-7.01342	209	1	HSC_e-ERY	up
3281	3.36652e-11	-7.003	209	1	HSC_e-ERY	up
10157	3.5085e-11	-6.99585	209	1	HSC_e-ERY	up
2120	3.59462e-11	-6.99166	209	1	HSC_e-ERY	up
10126	3.6833e-11	-6.98744	209	1	HSC_e-ERY	up
81839	3.69009e-11	-6.98712	209	1	HSC_e-ERY	up
10213	3.71776e-11	-6.98582	209	1	HSC_e-ERY	up
57003	3.84707e-11	-6.9799	209	1	HSC_e-ERY	up
6634	3.86733e-11	-6.97899	209	1	HSC_e-ERY	up
56683	3.94461e-11	-6.97556	209	1	HSC_e-ERY	up
667	3.96669e-11	-6.97459	209	1	HSC_e-ERY	up
22948	4.1995e-11	-6.9647	209	1	HSC_e-ERY	up
150	4.30298e-11	-6.96048	209	1	HSC_e-ERY	up
23600	4.37264e-11	-6.95769	209	1	HSC_e-ERY	up
129642	4.37833e-11	-6.95747	209	1	HSC_e-ERY	up
10574	4.39302e-11	-6.95688	209	1	HSC_e-ERY	up
65109	4.43156e-11	-6.95537	209	1	HSC_e-ERY	up
4285	4.85581e-11	-6.93948	209	1	HSC_e-ERY	up
3376	4.99883e-11	-6.93444	209	1	HSC_e-ERY	up
55751	5.30684e-11	-6.92403	209	1	HSC_e-ERY	up
84790	5.34262e-11	-6.92286	209	1	HSC_e-ERY	up
3040	5.3845e-11	-6.9215	209	1	HSC_e-ERY	up
55146	5.97339e-11	-6.90341	209	1	HSC_e-ERY	up
607	6.27008e-11	-6.89496	209	1	HSC_e-ERY	up
11162	6.28244e-11	-6.89461	209	1	HSC_e-ERY	up
23635	6.48284e-11	-6.88913	209	1	HSC_e-ERY	up
10160	6.52483e-11	-6.888	209	1	HSC_e-ERY	up
55604	7.23592e-11	-6.86993	209	1	HSC_e-ERY	up
1892	7.27365e-11	-6.86902	209	1	HSC_e-ERY	up
80304	7.43355e-11	-6.86521	209	1	HSC_e-ERY	up
7586	7.73778e-11	-6.85819	209	1	HSC_e-ERY	up
25814	7.86658e-11	-6.8553	209	1	HSC_e-ERY	up
51614	8.02574e-11	-6.85179	209	1	HSC_e-ERY	up
1977	8.05337e-11	-6.85119	209	1	HSC_e-ERY	up
9889	8.12872e-11	-6.84956	209	1	HSC_e-ERY	up
54969	8.19849e-11	-6.84806	209	1	HSC_e-ERY	up
10477	8.36203e-11	-6.8446	209	1	HSC_e-ERY	up
3320	8.82811e-11	-6.83509	209	1	HSC_e-ERY	up
4038	8.9124e-11	-6.83342	209	1	HSC_e-ERY	up
10040	9.29743e-11	-6.826	209	1	HSC_e-ERY	up
1719	9.65411e-11	-6.81939	209	1	HSC_e-ERY	up
5683	9.77907e-11	-6.81713	209	1	HSC_e-ERY	up
55163	1.03351e-10	-6.80741	209	1	HSC_e-ERY	up
2526	1.04081e-10	-6.80617	209	1	HSC_e-ERY	up
26135	1.04559e-10	-6.80536	209	1	HSC_e-ERY	up
10541	1.05511e-10	-6.80377	209	1	HSC_e-ERY	up
7203	1.06252e-10	-6.80254	209	1	HSC_e-ERY	up
2067	1.1145e-10	-6.79413	209	1	HSC_e-ERY	up
55746	1.13174e-10	-6.79143	209	1	HSC_e-ERY	up
9134	1.19306e-10	-6.78213	209	1	HSC_e-ERY	up
9019	1.20421e-10	-6.78049	209	1	HSC_e-ERY	up
27315	1.27658e-10	-6.7702	209	1	HSC_e-ERY	up
57608	1.30916e-10	-6.76575	209	1	HSC_e-ERY	up
11034	1.32547e-10	-6.76357	209	1	HSC_e-ERY	up
9158	1.33694e-10	-6.76205	209	1	HSC_e-ERY	up
5324	1.35151e-10	-6.76013	209	1	HSC_e-ERY	up
1856	1.36867e-10	-6.75791	209	1	HSC_e-ERY	up
28978	1.38369e-10	-6.75598	209	1	HSC_e-ERY	up
23236	1.39398e-10	-6.75467	209	1	HSC_e-ERY	up
2184	1.39909e-10	-6.75402	209	1	HSC_e-ERY	up
4781	1.41339e-10	-6.75223	209	1	HSC_e-ERY	up
6950	1.42119e-10	-6.75125	209	1	HSC_e-ERY	up
55859	1.43985e-10	-6.74895	209	1	HSC_e-ERY	up
23741	1.44629e-10	-6.74816	209	1	HSC_e-ERY	up
55556	1.49641e-10	-6.74213	209	1	HSC_e-ERY	up
9702	1.50992e-10	-6.74054	209	1	HSC_e-ERY	up
262	1.53381e-10	-6.73777	209	1	HSC_e-ERY	up
23677	1.57167e-10	-6.73345	209	1	HSC_e-ERY	up
120364	1.61288e-10	-6.72887	209	1	HSC_e-ERY	up
522	1.61408e-10	-6.72874	209	1	HSC_e-ERY	up
23028	1.62117e-10	-6.72796	209	1	HSC_e-ERY	up
11041	1.62325e-10	-6.72773	209	1	HSC_e-ERY	up
10733	1.64136e-10	-6.72577	209	1	HSC_e-ERY	up
26586	1.65188e-10	-6.72464	209	1	HSC_e-ERY	up
7019	1.69977e-10	-6.71957	209	1	HSC_e-ERY	up
79154	1.70699e-10	-6.71882	209	1	HSC_e-ERY	up
7979	1.70859e-10	-6.71866	209	1	HSC_e-ERY	up
4718	1.72405e-10	-6.71706	209	1	HSC_e-ERY	up
3612	1.73211e-10	-6.71623	209	1	HSC_e-ERY	up
2261	1.9074e-10	-6.69913	209	1	HSC_e-ERY	up
27339	1.99526e-10	-6.69113	209	1	HSC_e-ERY	up
5577	2.03737e-10	-6.68742	209	1	HSC_e-ERY	up
6335	2.05602e-10	-6.6858	209	1	HSC_e-ERY	up
221443	2.06753e-10	-6.6848	209	1	HSC_e-ERY	up
728689	2.08109e-10	-6.68364	209	1	HSC_e-ERY	up
7419	2.085e-10	-6.68331	209	1	HSC_e-ERY	up
1938	2.08765e-10	-6.68308	209	1	HSC_e-ERY	up
5781	2.09091e-10	-6.68281	209	1	HSC_e-ERY	up
9760	2.09247e-10	-6.68267	209	1	HSC_e-ERY	up
115703	2.14871e-10	-6.67796	209	1	HSC_e-ERY	up
57178	2.15285e-10	-6.67761	209	1	HSC_e-ERY	up
79752	2.24938e-10	-6.66981	209	1	HSC_e-ERY	up
64866	2.32297e-10	-6.66407	209	1	HSC_e-ERY	up
441259	2.34089e-10	-6.6627	209	1	HSC_e-ERY	up
932	2.36602e-10	-6.6608	209	1	HSC_e-ERY	up
1798	2.37558e-10	-6.66008	209	1	HSC_e-ERY	up
10137	2.3877e-10	-6.65918	209	1	HSC_e-ERY	up
374666	2.44148e-10	-6.65521	209	1	HSC_e-ERY	up
498	2.48822e-10	-6.65183	209	1	HSC_e-ERY	up
57150	2.53168e-10	-6.64874	209	1	HSC_e-ERY	up
8804	2.62198e-10	-6.64248	209	1	HSC_e-ERY	up
51021	2.66933e-10	-6.63929	209	1	HSC_e-ERY	up
54875	2.68636e-10	-6.63815	209	1	HSC_e-ERY	up
79796	2.73396e-10	-6.63502	209	1	HSC_e-ERY	up
2206	2.82597e-10	-6.6291	209	1	HSC_e-ERY	up
2553	2.8864e-10	-6.62532	209	1	HSC_e-ERY	up
1439	2.94491e-10	-6.62173	209	1	HSC_e-ERY	up
54407	3.10298e-10	-6.61238	209	1	HSC_e-ERY	up
10605	3.10621e-10	-6.61219	209	1	HSC_e-ERY	up
2791	3.15277e-10	-6.60953	209	1	HSC_e-ERY	up
3047	3.1948e-10	-6.60716	209	1	HSC_e-ERY	up
1355	3.25654e-10	-6.60373	209	1	HSC_e-ERY	up
5276	3.33039e-10	-6.59971	209	1	HSC_e-ERY	up
28998	3.36178e-10	-6.59803	209	1	HSC_e-ERY	up
55622	3.36769e-10	-6.59772	209	1	HSC_e-ERY	up
5281	3.41399e-10	-6.59527	209	1	HSC_e-ERY	up
22984	3.4408e-10	-6.59387	209	1	HSC_e-ERY	up
8349	3.49621e-10	-6.591	209	1	HSC_e-ERY	up
