Gene.ID	p.value	ttest.z.score	Degrees.of.freedom	Direction	cell.type	updown
393	2.00813e-07	-5.37803	209	1	BCELL	up
1832	2.05909e-07	-5.37289	209	1	BCELL	up
30836	2.06683e-07	-5.37212	209	1	BCELL	up
3858	2.07072e-07	-5.37174	209	1	BCELL	up
51385	2.07816e-07	-5.371	209	1	BCELL	up
55737	2.08293e-07	-5.37053	209	1	BCELL	up
166	2.08893e-07	-5.36994	209	1	BCELL	up
9360	2.12872e-07	-5.36607	209	1	BCELL	up
80169	2.13316e-07	-5.36564	209	1	BCELL	up
60672	2.15022e-07	-5.364	209	1	BCELL	up
57148	2.16534e-07	-5.36256	209	1	BCELL	up
23131	2.1672e-07	-5.36239	209	1	BCELL	up
2527	2.17082e-07	-5.36204	209	1	BCELL	up
3895	2.20424e-07	-5.3589	209	1	BCELL	up
55015	2.20579e-07	-5.35876	209	1	BCELL	up
9924	2.22026e-07	-5.35741	209	1	BCELL	up
7409	2.23445e-07	-5.3561	209	1	BCELL	up
9678	2.24657e-07	-5.35499	209	1	BCELL	up
2768	2.25876e-07	-5.35388	209	1	BCELL	up
27099	2.28188e-07	-5.35178	209	1	BCELL	up
5612	2.29127e-07	-5.35094	209	1	BCELL	up
51138	2.297e-07	-5.35042	209	1	BCELL	up
7844	2.29782e-07	-5.35035	209	1	BCELL	up
646912	2.35376e-07	-5.3454	209	1	BCELL	up
8460	2.38058e-07	-5.34307	209	1	BCELL	up
27299	2.40152e-07	-5.34126	209	1	BCELL	up
9674	2.42638e-07	-5.33914	209	1	BCELL	up
2872	2.44334e-07	-5.3377	209	1	BCELL	up
4534	2.46916e-07	-5.33554	209	1	BCELL	up
9110	2.48165e-07	-5.3345	209	1	BCELL	up
10600	2.49417e-07	-5.33346	209	1	BCELL	up
7319	2.50003e-07	-5.33297	209	1	BCELL	up
84717	2.55685e-07	-5.32834	209	1	BCELL	up
200030	2.56634e-07	-5.32757	209	1	BCELL	up
3123	2.58399e-07	-5.32616	209	1	BCELL	up
80135	2.58895e-07	-5.32576	209	1	BCELL	up
7188	2.59685e-07	-5.32513	209	1	BCELL	up
9904	2.59751e-07	-5.32508	209	1	BCELL	up
911	2.60005e-07	-5.32488	209	1	BCELL	up
64062	2.65844e-07	-5.32029	209	1	BCELL	up
56888	2.67212e-07	-5.31923	209	1	BCELL	up
23244	2.69776e-07	-5.31726	209	1	BCELL	up
10076	2.7578e-07	-5.3127	209	1	BCELL	up
23113	2.76403e-07	-5.31224	209	1	BCELL	up
4067	2.84008e-07	-5.30662	209	1	BCELL	up
442232	2.84869e-07	-5.306	209	1	BCELL	up
80351	2.91357e-07	-5.30133	209	1	BCELL	up
22897	2.94111e-07	-5.29938	209	1	BCELL	up
79157	2.96452e-07	-5.29774	209	1	BCELL	up
1604	3.01107e-07	-5.29451	209	1	BCELL	up
6729	3.03996e-07	-5.29253	209	1	BCELL	up
54623	3.13015e-07	-5.28647	209	1	BCELL	up
3709	3.13786e-07	-5.28595	209	1	BCELL	up
57018	3.15941e-07	-5.28453	209	1	BCELL	up
440456	3.17004e-07	-5.28384	209	1	BCELL	up
6773	3.21981e-07	-5.2806	209	1	BCELL	up
79982	3.25063e-07	-5.27862	209	1	BCELL	up
23341	3.31696e-07	-5.27443	209	1	BCELL	up
79663	3.36299e-07	-5.27156	209	1	BCELL	up
55236	3.41185e-07	-5.26856	209	1	BCELL	up
5689	3.42657e-07	-5.26766	209	1	BCELL	up
9880	3.42843e-07	-5.26755	209	1	BCELL	up
9267	3.52442e-07	-5.2618	209	1	BCELL	up
79717	3.62799e-07	-5.25577	209	1	BCELL	up
84196	3.66281e-07	-5.25378	209	1	BCELL	up
388344	3.71951e-07	-5.25058	209	1	BCELL	up
9802	3.72647e-07	-5.25019	209	1	BCELL	up
11171	3.80199e-07	-5.246	209	1	BCELL	up
7916	3.82743e-07	-5.24461	209	1	BCELL	up
6439	3.90439e-07	-5.24045	209	1	BCELL	up
2760	3.93087e-07	-5.23904	209	1	BCELL	up
7109	3.94071e-07	-5.23852	209	1	BCELL	up
26205	3.959e-07	-5.23755	209	1	BCELL	up
1974	3.98818e-07	-5.23602	209	1	BCELL	up
3460	4.00758e-07	-5.235	209	1	BCELL	up
54877	4.01304e-07	-5.23472	209	1	BCELL	up
55740	4.02743e-07	-5.23397	209	1	BCELL	up
23368	4.03827e-07	-5.23341	209	1	BCELL	up
10270	4.04119e-07	-5.23326	209	1	BCELL	up
56910	4.0536e-07	-5.23262	209	1	BCELL	up
2124	4.08225e-07	-5.23114	209	1	BCELL	up
81615	4.10226e-07	-5.23012	209	1	BCELL	up
285190	4.15854e-07	-5.22727	209	1	BCELL	up
51096	4.17414e-07	-5.22649	209	1	BCELL	up
2744	4.18882e-07	-5.22575	209	1	BCELL	up
10521	4.1993e-07	-5.22523	209	1	BCELL	up
2673	4.2111e-07	-5.22464	209	1	BCELL	up
64976	4.21847e-07	-5.22428	209	1	BCELL	up
4306	4.25932e-07	-5.22226	209	1	BCELL	up
80047	4.25974e-07	-5.22224	209	1	BCELL	up
975	4.30404e-07	-5.22007	209	1	BCELL	up
57596	4.33587e-07	-5.21853	209	1	BCELL	up
55537	4.35903e-07	-5.21742	209	1	BCELL	up
2260	4.36925e-07	-5.21693	209	1	BCELL	up
291	4.4423e-07	-5.21345	209	1	BCELL	up
3187	4.44326e-07	-5.21341	209	1	BCELL	up
5504	4.46553e-07	-5.21236	209	1	BCELL	up
79904	4.50556e-07	-5.21049	209	1	BCELL	up
84163	4.53599e-07	-5.20907	209	1	BCELL	up
9474	4.538e-07	-5.20898	209	1	BCELL	up
120	4.56077e-07	-5.20793	209	1	BCELL	up
57244	4.67286e-07	-5.20284	209	1	BCELL	up
83737	4.80723e-07	-5.19689	209	1	BCELL	up
6389	4.97642e-07	-5.18962	209	1	BCELL	up
1880	4.98911e-07	-5.18908	209	1	BCELL	up
8065	5.00104e-07	-5.18858	209	1	BCELL	up
80237	5.00111e-07	-5.18857	209	1	BCELL	up
54851	5.01413e-07	-5.18803	209	1	BCELL	up
10274	5.07194e-07	-5.18562	209	1	BCELL	up
6134	5.08052e-07	-5.18526	209	1	BCELL	up
10114	5.09567e-07	-5.18463	209	1	BCELL	up
7073	5.14778e-07	-5.18249	209	1	BCELL	up
23358	5.23278e-07	-5.17905	209	1	BCELL	up
11064	5.3058e-07	-5.17613	209	1	BCELL	up
7462	5.39777e-07	-5.17251	209	1	BCELL	up
23387	5.41066e-07	-5.172	209	1	BCELL	up
64864	5.49226e-07	-5.16885	209	1	BCELL	up
154881	5.56569e-07	-5.16605	209	1	BCELL	up
440434	5.63341e-07	-5.16349	209	1	BCELL	up
58516	5.66245e-07	-5.16241	209	1	BCELL	up
51447	5.68182e-07	-5.16169	209	1	BCELL	up
24138	5.70796e-07	-5.16072	209	1	BCELL	up
51643	5.75581e-07	-5.15896	209	1	BCELL	up
8851	5.99813e-07	-5.15024	209	1	BCELL	up
203197	6.03114e-07	-5.14908	209	1	BCELL	up
9410	6.04952e-07	-5.14844	209	1	BCELL	up
58487	6.07743e-07	-5.14747	209	1	BCELL	up
8702	6.09369e-07	-5.1469	209	1	BCELL	up
214	6.10818e-07	-5.1464	209	1	BCELL	up
7324	6.19346e-07	-5.14347	209	1	BCELL	up
23240	6.22716e-07	-5.14232	209	1	BCELL	up
57062	6.34367e-07	-5.13839	209	1	BCELL	up
2683	6.34384e-07	-5.13839	209	1	BCELL	up
23370	6.43235e-07	-5.13545	209	1	BCELL	up
550	6.53093e-07	-5.13223	209	1	BCELL	up
7444	6.55037e-07	-5.1316	209	1	BCELL	up
10216	6.70894e-07	-5.12653	209	1	BCELL	up
29940	6.79156e-07	-5.12393	209	1	BCELL	up
653566	6.80995e-07	-5.12336	209	1	BCELL	up
4953	7.07327e-07	-5.1153	209	1	BCELL	up
65005	7.09755e-07	-5.11458	209	1	BCELL	up
3635	7.13064e-07	-5.11359	209	1	BCELL	up
84436	7.32647e-07	-5.10783	209	1	BCELL	up
5283	7.35588e-07	-5.10698	209	1	BCELL	up
123720	7.4758e-07	-5.10354	209	1	BCELL	up
9100	7.52474e-07	-5.10215	209	1	BCELL	up
80774	7.55839e-07	-5.1012	209	1	BCELL	up
6046	7.56082e-07	-5.10113	209	1	BCELL	up
8106	7.62687e-07	-5.09928	209	1	BCELL	up
8798	7.7017e-07	-5.0972	209	1	BCELL	up
64761	7.76404e-07	-5.09548	209	1	BCELL	up
11253	7.80513e-07	-5.09436	209	1	BCELL	up
9631	7.83256e-07	-5.09361	209	1	BCELL	up
55577	7.88852e-07	-5.09209	209	1	BCELL	up
5073	8.02703e-07	-5.08838	209	1	BCELL	up
7110	8.11992e-07	-5.08593	209	1	BCELL	up
10418	8.21504e-07	-5.08344	209	1	BCELL	up
55905	8.29131e-07	-5.08147	209	1	BCELL	up
55567	8.3146e-07	-5.08087	209	1	BCELL	up
79048	8.57849e-07	-5.0742	209	1	BCELL	up
54906	8.58197e-07	-5.07411	209	1	BCELL	up
79984	8.6037e-07	-5.07357	209	1	BCELL	up
7247	8.6118e-07	-5.07337	209	1	BCELL	up
23015	8.63209e-07	-5.07287	209	1	BCELL	up
6711	8.72488e-07	-5.07058	209	1	BCELL	up
1120	8.80234e-07	-5.06869	209	1	BCELL	up
7014	8.87925e-07	-5.06683	209	1	BCELL	up
731901	8.91366e-07	-5.06601	209	1	BCELL	up
23071	9.03034e-07	-5.06322	209	1	BCELL	up
55706	9.6888e-07	-5.04815	209	1	BCELL	up
6000	9.84955e-07	-5.04462	209	1	BCELL	up
677	9.86823e-07	-5.04421	209	1	BCELL	up
54799	9.97321e-07	-5.04194	209	1	BCELL	up
7259	1.00029e-06	-5.0413	209	1	BCELL	up
79706	1.02004e-06	-5.0371	209	1	BCELL	up
9140	1.03669e-06	-5.03362	209	1	BCELL	up
23074	1.03981e-06	-5.03298	209	1	BCELL	up
79577	1.04748e-06	-5.0314	209	1	BCELL	up
1540	1.06265e-06	-5.02831	209	1	BCELL	up
54934	1.07008e-06	-5.02681	209	1	BCELL	up
7068	1.08099e-06	-5.02463	209	1	BCELL	up
9550	1.09868e-06	-5.02113	209	1	BCELL	up
8446	1.10333e-06	-5.02022	209	1	BCELL	up
23047	1.10797e-06	-5.01932	209	1	BCELL	up
2521	1.10872e-06	-5.01917	209	1	BCELL	up
6832	1.11164e-06	-5.01861	209	1	BCELL	up
728453	1.12353e-06	-5.01632	209	1	BCELL	up
2967	1.13037e-06	-5.01501	209	1	BCELL	up
80279	1.13398e-06	-5.01432	209	1	BCELL	up
63892	1.1367e-06	-5.0138	209	1	BCELL	up
26636	1.14001e-06	-5.01318	209	1	BCELL	up
53371	1.14089e-06	-5.01301	209	1	BCELL	up
1486	1.16351e-06	-5.00878	209	1	BCELL	up
10427	1.16401e-06	-5.00869	209	1	BCELL	up
1536	1.17616e-06	-5.00645	209	1	BCELL	up
2785	1.18437e-06	-5.00495	209	1	BCELL	up
79686	1.18677e-06	-5.00451	209	1	BCELL	up
11232	1.20118e-06	-5.0019	209	1	BCELL	up
23527	1.20215e-06	-5.00173	209	1	BCELL	up
54733	1.21239e-06	-4.9999	209	1	BCELL	up
22864	1.21735e-06	-4.99902	209	1	BCELL	up
388650	1.21827e-06	-4.99885	209	1	BCELL	up
3122	1.24165e-06	-4.99475	209	1	BCELL	up
1387	1.24781e-06	-4.99368	209	1	BCELL	up
7013	1.25393e-06	-4.99262	209	1	BCELL	up
26057	1.29843e-06	-4.98508	209	1	BCELL	up
80149	1.31357e-06	-4.98257	209	1	BCELL	up
4858	1.31412e-06	-4.98248	209	1	BCELL	up
389240	1.32813e-06	-4.98018	209	1	BCELL	up
63935	1.34217e-06	-4.9779	209	1	BCELL	up
1195	1.34974e-06	-4.97669	209	1	BCELL	up
4126	1.38599e-06	-4.97094	209	1	BCELL	up
79828	1.40118e-06	-4.96858	209	1	BCELL	up
84319	1.40417e-06	-4.96811	209	1	BCELL	up
440673	1.40883e-06	-4.9674	209	1	BCELL	up
10904	1.41341e-06	-4.96669	209	1	BCELL	up
202559	1.43733e-06	-4.96305	209	1	BCELL	up
8303	1.44075e-06	-4.96253	209	1	BCELL	up
79882	1.44497e-06	-4.9619	209	1	BCELL	up
388796	1.47149e-06	-4.95795	209	1	BCELL	up
79684	1.48257e-06	-4.95632	209	1	BCELL	up
961	1.49304e-06	-4.95479	209	1	BCELL	up
58157	1.52404e-06	-4.95032	209	1	BCELL	up
79731	1.52891e-06	-4.94963	209	1	BCELL	up
118	1.5487e-06	-4.94683	209	1	BCELL	up
51188	1.55824e-06	-4.94549	209	1	BCELL	up
10142	1.56243e-06	-4.94491	209	1	BCELL	up
752	1.57503e-06	-4.94316	209	1	BCELL	up
51569	1.57681e-06	-4.94291	209	1	BCELL	up
55802	1.57971e-06	-4.94251	209	1	BCELL	up
26060	1.58194e-06	-4.94221	209	1	BCELL	up
54964	1.58928e-06	-4.9412	209	1	BCELL	up
56242	1.60356e-06	-4.93925	209	1	BCELL	up
25843	1.60493e-06	-4.93906	209	1	BCELL	up
10923	1.61231e-06	-4.93806	209	1	BCELL	up
51363	1.62812e-06	-4.93594	209	1	BCELL	up
29107	1.65079e-06	-4.93292	209	1	BCELL	up
55006	1.67859e-06	-4.92928	209	1	BCELL	up
57102	1.68234e-06	-4.92879	209	1	BCELL	up
6936	1.71048e-06	-4.92517	209	1	BCELL	up
80013	1.71972e-06	-4.924	209	1	BCELL	up
57223	1.73367e-06	-4.92223	209	1	BCELL	up
5931	1.76744e-06	-4.91802	209	1	BCELL	up
11094	1.7773e-06	-4.9168	209	1	BCELL	up
5996	1.8011e-06	-4.9139	209	1	BCELL	up
79693	1.81195e-06	-4.91258	209	1	BCELL	up
23339	1.81466e-06	-4.91226	209	1	BCELL	up
140710	1.8746e-06	-4.90514	209	1	BCELL	up
51654	1.89387e-06	-4.9029	209	1	BCELL	up
23291	1.93599e-06	-4.89808	209	1	BCELL	up
60493	1.94055e-06	-4.89757	209	1	BCELL	up
222161	1.9516e-06	-4.89633	209	1	BCELL	up
55196	1.95202e-06	-4.89628	209	1	BCELL	up
5965	1.97299e-06	-4.89393	209	1	BCELL	up
9519	1.98846e-06	-4.89222	209	1	BCELL	up
9623	1.98943e-06	-4.89211	209	1	BCELL	up
56893	1.99317e-06	-4.8917	209	1	BCELL	up
58155	1.99698e-06	-4.89128	209	1	BCELL	up
26273	1.99806e-06	-4.89116	209	1	BCELL	up
6638	2.00819e-06	-4.89006	209	1	BCELL	up
23759	2.04473e-06	-4.8861	209	1	BCELL	up
25897	2.06125e-06	-4.88433	209	1	BCELL	up
55450	2.08476e-06	-4.88184	209	1	BCELL	up
10520	2.08856e-06	-4.88144	209	1	BCELL	up
23526	2.09593e-06	-4.88066	209	1	BCELL	up
5955	2.10234e-06	-4.87999	209	1	BCELL	up
55326	2.11699e-06	-4.87847	209	1	BCELL	up
5128	2.1225e-06	-4.8779	209	1	BCELL	up
60487	2.15561e-06	-4.87449	209	1	BCELL	up
25821	2.16642e-06	-4.87339	209	1	BCELL	up
400410	2.19523e-06	-4.87049	209	1	BCELL	up
10180	2.25362e-06	-4.86471	209	1	BCELL	up
5609	2.25799e-06	-4.86428	209	1	BCELL	up
23385	2.26494e-06	-4.8636	209	1	BCELL	up
55738	2.27921e-06	-4.86222	209	1	BCELL	up
1499	2.29268e-06	-4.86092	209	1	BCELL	up
8554	2.30135e-06	-4.86009	209	1	BCELL	up
151579	2.30893e-06	-4.85936	209	1	BCELL	up
55284	2.32366e-06	-4.85796	209	1	BCELL	up
54700	2.37018e-06	-4.85359	209	1	BCELL	up
694	2.37164e-06	-4.85345	209	1	BCELL	up
5926	2.37592e-06	-4.85306	209	1	BCELL	up
9611	2.40759e-06	-4.85013	209	1	BCELL	up
54518	2.44279e-06	-4.84693	209	1	BCELL	up
1982	2.44826e-06	-4.84644	209	1	BCELL	up
56672	2.54799e-06	-4.83761	209	1	BCELL	up
2145	2.54891e-06	-4.83753	209	1	BCELL	up
54148	2.55671e-06	-4.83686	209	1	BCELL	up
26999	2.56204e-06	-4.83639	209	1	BCELL	up
8739	2.5678e-06	-4.8359	209	1	BCELL	up
4134	2.57246e-06	-4.8355	209	1	BCELL	up
9337	2.60377e-06	-4.83282	209	1	BCELL	up
5387	2.63233e-06	-4.83041	209	1	BCELL	up
3423	2.6401e-06	-4.82975	209	1	BCELL	up
10196	2.64407e-06	-4.82942	209	1	BCELL	up
1043	2.64569e-06	-4.82928	209	1	BCELL	up
3295	2.65715e-06	-4.82833	209	1	BCELL	up
23033	2.68527e-06	-4.826	209	1	BCELL	up
64216	2.68742e-06	-4.82582	209	1	BCELL	up
55862	2.70964e-06	-4.82399	209	1	BCELL	up
6901	2.76106e-06	-4.81983	209	1	BCELL	up
90121	2.83645e-06	-4.81385	209	1	BCELL	up
9685	2.85401e-06	-4.81248	209	1	BCELL	up
11097	2.89709e-06	-4.80915	209	1	BCELL	up
64769	2.91434e-06	-4.80783	209	1	BCELL	up
442171	2.91864e-06	-4.80751	209	1	BCELL	up
57665	2.9437e-06	-4.80561	209	1	BCELL	up
26031	2.97826e-06	-4.80301	209	1	BCELL	up
84065	3.00031e-06	-4.80137	209	1	BCELL	up
54855	3.01757e-06	-4.8001	209	1	BCELL	up
5991	3.03253e-06	-4.799	209	1	BCELL	up
641522	3.06144e-06	-4.79689	209	1	BCELL	up
5189	3.07153e-06	-4.79615	209	1	BCELL	up
773	3.09635e-06	-4.79436	209	1	BCELL	up
26088	3.10499e-06	-4.79374	209	1	BCELL	up
57119	3.15115e-06	-4.79046	209	1	BCELL	up
64975	3.15674e-06	-4.79006	209	1	BCELL	up
10325	3.21277e-06	-4.78614	209	1	BCELL	up
25963	3.22012e-06	-4.78563	209	1	BCELL	up
64429	3.22079e-06	-4.78559	209	1	BCELL	up
9883	3.24664e-06	-4.7838	209	1	BCELL	up
3091	3.2536e-06	-4.78333	209	1	BCELL	up
22838	3.26276e-06	-4.7827	209	1	BCELL	up
51592	3.3049e-06	-4.77984	209	1	BCELL	up
63932	3.31753e-06	-4.77899	209	1	BCELL	up
51019	3.33224e-06	-4.778	209	1	BCELL	up
9813	3.37849e-06	-4.77492	209	1	BCELL	up
9527	3.38751e-06	-4.77433	209	1	BCELL	up
285231	3.3903e-06	-4.77414	209	1	BCELL	up
10250	3.40681e-06	-4.77306	209	1	BCELL	up
11040	3.41525e-06	-4.77251	209	1	BCELL	up
23338	3.42788e-06	-4.77168	209	1	BCELL	up
4253	3.43372e-06	-4.7713	209	1	BCELL	up
55507	3.43885e-06	-4.77097	209	1	BCELL	up
22902	3.44245e-06	-4.77073	209	1	BCELL	up
5586	3.44579e-06	-4.77052	209	1	BCELL	up
92335	3.47578e-06	-4.76858	209	1	BCELL	up
10236	3.50046e-06	-4.767	209	1	BCELL	up
57212	3.53524e-06	-4.76479	209	1	BCELL	up
55974	3.57686e-06	-4.76217	209	1	BCELL	up
388907	3.57758e-06	-4.76212	209	1	BCELL	up
140890	3.61424e-06	-4.75984	209	1	BCELL	up
84549	3.65118e-06	-4.75757	209	1	BCELL	up
7541	3.67933e-06	-4.75585	209	1	BCELL	up
9060	3.7465e-06	-4.7518	209	1	BCELL	up
7543	3.75344e-06	-4.75138	209	1	BCELL	up
57149	3.78374e-06	-4.74958	209	1	BCELL	up
440423	3.80094e-06	-4.74856	209	1	BCELL	up
8914	3.84378e-06	-4.74605	209	1	BCELL	up
5698	3.88326e-06	-4.74376	209	1	BCELL	up
5290	3.93908e-06	-4.74056	209	1	BCELL	up
9020	3.93923e-06	-4.74055	209	1	BCELL	up
56990	3.96391e-06	-4.73914	209	1	BCELL	up
196743	3.97086e-06	-4.73875	209	1	BCELL	up
84759	3.98518e-06	-4.73794	209	1	BCELL	up
54904	4.01868e-06	-4.73606	209	1	BCELL	up
10847	4.04953e-06	-4.73435	209	1	BCELL	up
79867	4.07554e-06	-4.73291	209	1	BCELL	up
6917	4.11626e-06	-4.73067	209	1	BCELL	up
9933	4.11841e-06	-4.73055	209	1	BCELL	up
56995	4.12649e-06	-4.73011	209	1	BCELL	up
23029	4.15517e-06	-4.72856	209	1	BCELL	up
55120	4.16556e-06	-4.728	209	1	BCELL	up
51512	4.19341e-06	-4.7265	209	1	BCELL	up
51072	4.19465e-06	-4.72643	209	1	BCELL	up
9750	4.21718e-06	-4.72523	209	1	BCELL	up
54583	4.2267e-06	-4.72472	209	1	BCELL	up
23080	4.23165e-06	-4.72445	209	1	BCELL	up
7594	4.24783e-06	-4.7236	209	1	BCELL	up
29110	4.29328e-06	-4.7212	209	1	BCELL	up
25957	4.30897e-06	-4.72038	209	1	BCELL	up
5286	4.4614e-06	-4.71255	209	1	BCELL	up
83941	4.50715e-06	-4.71025	209	1	BCELL	up
4853	4.50813e-06	-4.7102	209	1	BCELL	up
79807	4.59856e-06	-4.70572	209	1	BCELL	up
10478	4.61102e-06	-4.70511	209	1	BCELL	up
55471	4.61843e-06	-4.70474	209	1	BCELL	up
9584	4.81482e-06	-4.69534	209	1	BCELL	up
51366	4.81928e-06	-4.69513	209	1	BCELL	up
23064	4.87136e-06	-4.6927	209	1	BCELL	up
5636	4.89071e-06	-4.6918	209	1	BCELL	up
11191	4.90189e-06	-4.69129	209	1	BCELL	up
441258	4.94143e-06	-4.68947	209	1	BCELL	up
51322	5.00078e-06	-4.68677	209	1	BCELL	up
51559	5.05733e-06	-4.68422	209	1	BCELL	up
51326	5.06586e-06	-4.68384	209	1	BCELL	up
55770	5.22386e-06	-4.67688	209	1	BCELL	up
731069	5.23176e-06	-4.67654	209	1	BCELL	up
55208	5.27937e-06	-4.67448	209	1	BCELL	up
140801	5.27955e-06	-4.67448	209	1	BCELL	up
64080	5.2871e-06	-4.67415	209	1	BCELL	up
51284	5.31402e-06	-4.673	209	1	BCELL	up
22858	5.37978e-06	-4.67021	209	1	BCELL	up
26097	5.39436e-06	-4.6696	209	1	BCELL	up
8720	5.42178e-06	-4.66845	209	1	BCELL	up
55631	5.44786e-06	-4.66736	209	1	BCELL	up
6733	5.47333e-06	-4.6663	209	1	BCELL	up
387263	5.50122e-06	-4.66514	209	1	BCELL	up
115123	5.5385e-06	-4.66361	209	1	BCELL	up
585	5.5395e-06	-4.66357	209	1	BCELL	up
2776	2.03967e-31	13.8615	209	-1	BCELL	down
9050	2.57783e-28	12.8757	209	-1	BCELL	down
3398	9.42553e-21	10.4228	209	-1	BCELL	down
301	1.50552e-20	10.355	209	-1	BCELL	down
4925	2.12949e-20	10.3048	209	-1	BCELL	down
474344	8.45069e-19	9.76638	209	-1	BCELL	down
2672	4.79982e-18	9.50875	209	-1	BCELL	down
8502	3.50409e-17	9.21062	209	-1	BCELL	down
3678	2.49368e-16	8.91247	209	-1	BCELL	down
3937	1.03665e-15	8.69333	209	-1	BCELL	down
6840	2.55024e-15	8.55361	209	-1	BCELL	down
10963	7.54954e-15	8.38376	209	-1	BCELL	down
10666	1.10955e-14	8.32312	209	-1	BCELL	down
81579	1.49632e-14	8.27587	209	-1	BCELL	down
51744	7.74174e-14	8.01381	209	-1	BCELL	down
5578	1.30697e-13	7.92942	209	-1	BCELL	down
2533	1.74256e-13	7.88288	209	-1	BCELL	down
23710	1.99149e-13	7.86122	209	-1	BCELL	down
3303	7.21478e-13	7.65084	209	-1	BCELL	down
8548	1.36763e-12	7.54517	209	-1	BCELL	down
7132	1.43554e-12	7.53713	209	-1	BCELL	down
57194	3.20179e-12	7.40338	209	-1	BCELL	down
9817	4.56162e-12	7.34393	209	-1	BCELL	down
2040	4.74177e-12	7.33741	209	-1	BCELL	down
6934	7.34187e-12	7.26358	209	-1	BCELL	down
29071	1.66608e-11	7.12404	209	-1	BCELL	down
5732	2.38321e-11	7.06259	209	-1	BCELL	down
50810	2.59925e-11	7.04765	209	-1	BCELL	down
55852	3.73187e-11	6.98517	209	-1	BCELL	down
493	6.30911e-11	6.89387	209	-1	BCELL	down
1601	7.56099e-11	6.86224	209	-1	BCELL	down
7867	1.25013e-10	6.7739	209	-1	BCELL	down
5066	1.50304e-10	6.74135	209	-1	BCELL	down
3835	1.55823e-10	6.73497	209	-1	BCELL	down
1102	2.04875e-10	6.68643	209	-1	BCELL	down
5817	2.15577e-10	6.67737	209	-1	BCELL	down
140461	2.22772e-10	6.67153	209	-1	BCELL	down
87	2.66945e-10	6.63928	209	-1	BCELL	down
3069	3.63597e-10	6.58397	209	-1	BCELL	down
753	5.56908e-10	6.50719	209	-1	BCELL	down
22859	6.18323e-10	6.48826	209	-1	BCELL	down
6282	6.90007e-10	6.46838	209	-1	BCELL	down
10402	8.96945e-10	6.42068	209	-1	BCELL	down
55303	9.34989e-10	6.4131	209	-1	BCELL	down
51474	1.05894e-09	6.39037	209	-1	BCELL	down
5998	1.07969e-09	6.38682	209	-1	BCELL	down
7216	1.1891e-09	6.36915	209	-1	BCELL	down
3554	1.41272e-09	6.33754	209	-1	BCELL	down
4702	1.45718e-09	6.33184	209	-1	BCELL	down
1368	1.57885e-09	6.31708	209	-1	BCELL	down
9840	1.59241e-09	6.31551	209	-1	BCELL	down
2289	1.63104e-09	6.31109	209	-1	BCELL	down
10100	1.73206e-09	6.30001	209	-1	BCELL	down
445347	1.96963e-09	6.27627	209	-1	BCELL	down
54491	2.07942e-09	6.26624	209	-1	BCELL	down
131566	2.2419e-09	6.2523	209	-1	BCELL	down
9306	2.28126e-09	6.24907	209	-1	BCELL	down
4602	2.40459e-09	6.2393	209	-1	BCELL	down
2207	2.46885e-09	6.23441	209	-1	BCELL	down
55812	2.72365e-09	6.21615	209	-1	BCELL	down
55766	3.08228e-09	6.19311	209	-1	BCELL	down
9781	3.08939e-09	6.19268	209	-1	BCELL	down
27243	3.44407e-09	6.17239	209	-1	BCELL	down
23174	3.51758e-09	6.16844	209	-1	BCELL	down
8459	3.79819e-09	6.15408	209	-1	BCELL	down
7074	3.86531e-09	6.1508	209	-1	BCELL	down
199	4.39534e-09	6.12669	209	-1	BCELL	down
4502	4.7149e-09	6.1135	209	-1	BCELL	down
2273	5.92247e-09	6.07052	209	-1	BCELL	down
6404	6.76799e-09	6.04527	209	-1	BCELL	down
9942	7.32308e-09	6.03032	209	-1	BCELL	down
8835	7.36181e-09	6.02932	209	-1	BCELL	down
10788	7.47174e-09	6.02651	209	-1	BCELL	down
23136	7.73096e-09	6.02003	209	-1	BCELL	down
7525	8.41024e-09	6.00402	209	-1	BCELL	down
11034	8.43052e-09	6.00356	209	-1	BCELL	down
23648	8.44147e-09	6.00332	209	-1	BCELL	down
3655	8.97197e-09	5.99171	209	-1	BCELL	down
6352	9.44834e-09	5.98184	209	-1	BCELL	down
54862	9.85149e-09	5.97387	209	-1	BCELL	down
55525	1.00643e-08	5.96979	209	-1	BCELL	down
3992	1.02478e-08	5.96634	209	-1	BCELL	down
53918	1.1426e-08	5.94552	209	-1	BCELL	down
7862	1.15386e-08	5.94364	209	-1	BCELL	down
3005	1.21001e-08	5.93453	209	-1	BCELL	down
7169	1.27059e-08	5.92516	209	-1	BCELL	down
51309	1.29287e-08	5.92182	209	-1	BCELL	down
5318	1.42707e-08	5.90283	209	-1	BCELL	down
945	1.48014e-08	5.8958	209	-1	BCELL	down
5583	1.4934e-08	5.89408	209	-1	BCELL	down
8853	1.52745e-08	5.88974	209	-1	BCELL	down
6036	1.60093e-08	5.88068	209	-1	BCELL	down
8578	1.68177e-08	5.87117	209	-1	BCELL	down
1524	1.82984e-08	5.85486	209	-1	BCELL	down
9918	2.02903e-08	5.83484	209	-1	BCELL	down
79844	2.31036e-08	5.80962	209	-1	BCELL	down
84034	2.38733e-08	5.80324	209	-1	BCELL	down
7076	2.55029e-08	5.79038	209	-1	BCELL	down
29909	2.55321e-08	5.79016	209	-1	BCELL	down
